,theta,radius,value
0,180.00000307046903,0.0,1.0
1,180.00000307046903,153.89783520090268,0.9982191411870134
2,180.00000307046903,347.79695730377216,0.9915915324879281
3,180.00000307046903,415.8582087926117,0.9873979034735543
4,180.00000307046903,466.25667218328374,0.9827315813165312
5,180.00000307046903,507.4591819326994,0.9777074680806883
6,180.00000307046903,542.812521975005,0.9733179141842518
7,180.00000307046903,574.0468934528201,0.9676997623590373
8,180.00000307046903,602.1916383187784,0.9614078851984881
9,180.00000307046903,627.9160678059109,0.9551262912737816
10,180.00000307046903,651.6832322817402,0.9478547960543271
11,180.00000307046903,673.8285563461598,0.9392959234529492
12,180.00000307046903,694.6038091737228,0.9298772204991856
13,180.00000307046903,714.2034059782127,0.9190503433480789
14,180.00000307046903,732.780995255785,0.9069255617747627
15,180.00000307046903,750.460376368557,0.8933845720056668
16,180.00000307046903,767.3429435915259,0.8770840987730265
17,180.00000307046903,783.5129146999749,0.8592592631430533
18,180.00000307046903,799.0410976843807,0.8376396855832724
19,180.00000307046903,813.9876643749715,0.8153962472534458
20,180.00000307046903,828.4042322099767,0.7874697083148392
21,180.00000307046903,842.3354532536378,0.7563244381671436
22,180.00000307046903,855.8202453641381,0.7228642375378035
23,180.00000307046903,868.8927589341354,0.6844347804729142
24,180.00000307046903,881.5831451779695,0.6404610964301292
25,180.00000307046903,893.9181733794843,0.5986025580734724
26,161.80513042133117,0.0,1.0
27,161.80513042133117,153.89783520090268,0.9986651613890228
28,161.80513042133117,347.79695730377216,0.9935981999501506
29,161.80513042133117,415.8582087926117,0.990578213191852
30,161.80513042133117,466.25667218328374,0.9882318584245701
31,161.80513042133117,507.4591819326994,0.9854904822070747
32,161.80513042133117,542.812521975005,0.9834416578815437
33,161.80513042133117,574.0468934528201,0.9810557239817681
34,161.80513042133117,602.1916383187784,0.9792092841075859
35,161.80513042133117,627.9160678059109,0.977064607551491
36,161.80513042133117,651.6832322817402,0.9752001673717985
37,161.80513042133117,673.8285563461598,0.9736279571010494
38,161.80513042133117,694.6038091737228,0.9719012477803055
39,161.80513042133117,714.2034059782127,0.9711534165139885
40,161.80513042133117,732.780995255785,0.9694567956945668
41,161.80513042133117,750.460376368557,0.9695109541771706
42,161.80513042133117,767.3429435915259,0.9690052934440988
43,161.80513042133117,783.5129146999749,0.9682581879099018
44,161.80513042133117,799.0410976843807,0.9687991911311045
45,161.80513042133117,813.9876643749715,0.969319039627692
46,161.80513042133117,828.4042322099767,0.970232514216588
47,161.80513042133117,842.3354532536378,0.9718607945177531
48,161.80513042133117,855.8202453641381,0.9735131051564025
49,161.80513042133117,868.8927589341354,0.9755269109710698
50,161.80513042133117,881.5831451779695,0.978939712893744
51,161.80513042133117,893.9181733794843,0.9835190716559752
52,154.15806986648604,0.0,1.0
53,154.15806986648604,153.89783520090268,0.9988015050262464
54,154.15806986648604,347.79695730377216,0.9953886710457908
55,154.15806986648604,415.8582087926117,0.9937524887846747
56,154.15806986648604,466.25667218328374,0.992405515770346
57,154.15806986648604,507.4591819326994,0.9909648087384907
58,154.15806986648604,542.812521975005,0.9900019915373263
59,154.15806986648604,574.0468934528201,0.9893068070798533
60,154.15806986648604,602.1916383187784,0.9888056845494511
61,154.15806986648604,627.9160678059109,0.9882316652706838
62,154.15806986648604,651.6832322817402,0.9885012754856332
63,154.15806986648604,673.8285563461598,0.9882677742717976
64,154.15806986648604,694.6038091737228,0.9881735025917906
65,154.15806986648604,714.2034059782127,0.988941394901648
66,154.15806986648604,732.780995255785,0.9888689606870419
67,154.15806986648604,750.460376368557,0.989961955387287
68,154.15806986648604,767.3429435915259,0.9905605572116918
69,154.15806986648604,783.5129146999749,0.9916826377314427
70,154.15806986648604,799.0410976843807,0.9930836507396272
71,154.15806986648604,813.9876643749715,0.9941761757067227
72,154.15806986648604,828.4042322099767,0.9958375300953975
73,154.15806986648604,842.3354532536378,0.9980966521085972
74,154.15806986648604,855.8202453641381,0.999519409934958
75,154.15806986648604,868.8927589341354,1.0015972456156033
76,154.15806986648604,881.5831451779695,1.0046186275236033
77,154.15806986648604,893.9181733794843,1.0076802492347277
78,148.21167191116695,0.0,1.0
79,148.21167191116695,153.89783520090268,0.998877312557909
80,148.21167191116695,347.79695730377216,0.9970503323038458
81,148.21167191116695,415.8582087926117,0.9960130719718152
82,148.21167191116695,466.25667218328374,0.9952819416774711
83,148.21167191116695,507.4591819326994,0.9950202835383717
84,148.21167191116695,542.812521975005,0.9951761825637648
85,148.21167191116695,574.0468934528201,0.9951541071289582
86,148.21167191116695,602.1916383187784,0.995071468278395
87,148.21167191116695,627.9160678059109,0.995328808819518
88,148.21167191116695,651.6832322817402,0.9957630245038822
89,148.21167191116695,673.8285563461598,0.9961185206113348
90,148.21167191116695,694.6038091737228,0.9968093511191363
91,148.21167191116695,714.2034059782127,0.9978109499865193
92,148.21167191116695,732.780995255785,0.9986026161529695
93,148.21167191116695,750.460376368557,0.9993669932328234
94,148.21167191116695,767.3429435915259,1.0004592932075573
95,148.21167191116695,783.5129146999749,1.0015111876803207
96,148.21167191116695,799.0410976843807,1.002863586648543
97,148.21167191116695,813.9876643749715,1.0038081924002091
98,148.21167191116695,828.4042322099767,1.0056564458450634
99,148.21167191116695,842.3354532536378,1.0072967182675743
100,148.21167191116695,855.8202453641381,1.0084474478928362
101,148.21167191116695,868.8927589341354,1.0105160841060035
102,148.21167191116695,881.5831451779695,1.0126508164611705
103,148.21167191116695,893.9181733794843,1.015107408645995
104,143.13010479569235,0.0,1.0
105,143.13010479569235,153.89783520090268,0.9996359854835918
106,143.13010479569235,347.79695730377216,0.9983252046160962
107,143.13010479569235,415.8582087926117,0.9981223658429481
108,143.13010479569235,466.25667218328374,0.9983735360610939
109,143.13010479569235,507.4591819326994,0.9984689770504657
110,143.13010479569235,542.812521975005,0.9984199161921029
111,143.13010479569235,574.0468934528201,0.999031388384132
112,143.13010479569235,602.1916383187784,0.9994508348326061
113,143.13010479569235,627.9160678059109,1.0000544732954932
114,143.13010479569235,651.6832322817402,1.0011290666576214
115,143.13010479569235,673.8285563461598,1.001592082616018
116,143.13010479569235,694.6038091737228,1.0021256744878908
117,143.13010479569235,714.2034059782127,1.0035337216529356
118,143.13010479569235,732.780995255785,1.00448901444894
119,143.13010479569235,750.460376368557,1.0051471564018444
120,143.13010479569235,767.3429435915259,1.006716070068554
121,143.13010479569235,783.5129146999749,1.0074780250810005
122,143.13010479569235,799.0410976843807,1.0085735151753517
123,143.13010479569235,813.9876643749715,1.010017218584933
124,143.13010479569235,828.4042322099767,1.011552105660762
125,143.13010479569235,842.3354532536378,1.012245544833162
126,143.13010479569235,855.8202453641381,1.013834325472119
127,143.13010479569235,868.8927589341354,1.0151525251706672
128,143.13010479569235,881.5831451779695,1.0170461736701353
129,143.13010479569235,893.9181733794843,1.019479087215836
130,138.59038025482616,0.0,1.0
131,138.59038025482616,153.89783520090268,0.9997028785496826
132,138.59038025482616,347.79695730377216,0.9995247195766872
133,138.59038025482616,415.8582087926117,0.9998333484059556
134,138.59038025482616,466.25667218328374,1.000363408950325
135,138.59038025482616,507.4591819326994,1.0006852346559605
136,138.59038025482616,542.812521975005,1.0016289213566816
137,138.59038025482616,574.0468934528201,1.0022555276023106
138,138.59038025482616,602.1916383187784,1.003248443656084
139,138.59038025482616,627.9160678059109,1.0041838253873097
140,138.59038025482616,651.6832322817402,1.0052611247124352
141,138.59038025482616,673.8285563461598,1.0058149198830144
142,138.59038025482616,694.6038091737228,1.0069603074329967
143,138.59038025482616,714.2034059782127,1.0078723813854606
144,138.59038025482616,732.780995255785,1.0090603975550834
145,138.59038025482616,750.460376368557,1.0100915047277703
146,138.59038025482616,767.3429435915259,1.0111381759671618
147,138.59038025482616,783.5129146999749,1.0122285459866194
148,138.59038025482616,799.0410976843807,1.0137858864946812
149,138.59038025482616,813.9876643749715,1.0145624644693412
150,138.59038025482616,828.4042322099767,1.0160444693323503
151,138.59038025482616,842.3354532536378,1.0180989341019693
152,138.59038025482616,855.8202453641381,1.0187639093941998
153,138.59038025482616,868.8927589341354,1.020919511794137
154,138.59038025482616,881.5831451779695,1.0232870281917477
155,138.59038025482616,893.9181733794843,1.0262704739850994
156,134.4270062938832,0.0,1.0
157,134.4270062938832,153.89783520090268,1.0000880311859055
158,134.4270062938832,347.79695730377216,1.000707182391332
159,134.4270062938832,415.8582087926117,1.0012429443123088
160,134.4270062938832,466.25667218328374,1.0022750066099106
161,134.4270062938832,507.4591819326994,1.0032728459207318
162,134.4270062938832,542.812521975005,1.0038266520508807
163,134.4270062938832,574.0468934528201,1.0049467442663877
164,134.4270062938832,602.1916383187784,1.006185486997453
165,134.4270062938832,627.9160678059109,1.0073002933901714
166,134.4270062938832,651.6832322817402,1.008077839047908
167,134.4270062938832,673.8285563461598,1.0090003297026886
168,134.4270062938832,694.6038091737228,1.0105271760367303
169,134.4270062938832,714.2034059782127,1.0112106675189614
170,134.4270062938832,732.780995255785,1.012318247092588
171,134.4270062938832,750.460376368557,1.013675151936063
172,134.4270062938832,767.3429435915259,1.014738701509527
173,134.4270062938832,783.5129146999749,1.0160785083377153
174,134.4270062938832,799.0410976843807,1.01726418217412
175,134.4270062938832,813.9876643749715,1.0187571391673607
176,134.4270062938832,828.4042322099767,1.019724628850353
177,134.4270062938832,842.3354532536378,1.021079198922566
178,134.4270062938832,855.8202453641381,1.0229538505873694
179,134.4270062938832,868.8927589341354,1.0237909216154235
180,134.4270062938832,881.5831451779695,1.0252340731573064
181,134.4270062938832,893.9181733794843,1.0280998674237107
182,130.54160410030423,0.0,1.0
183,130.54160410030423,153.89783520090268,0.9996982418863702
184,130.54160410030423,347.79695730377216,1.0016276546248313
185,130.54160410030423,415.8582087926117,1.0027283980176547
186,130.54160410030423,466.25667218328374,1.0040187531328848
187,130.54160410030423,507.4591819326994,1.0051319197702346
188,130.54160410030423,542.812521975005,1.0061747726540011
189,130.54160410030423,574.0468934528201,1.0073094923228367
190,130.54160410030423,602.1916383187784,1.0080164570391195
191,130.54160410030423,627.9160678059109,1.0091472800485053
192,130.54160410030423,651.6832322817402,1.010879032937124
193,130.54160410030423,673.8285563461598,1.0119725651196694
194,130.54160410030423,694.6038091737228,1.0129757560653463
195,130.54160410030423,714.2034059782127,1.0141361952696926
196,130.54160410030423,732.780995255785,1.0153615705743149
197,130.54160410030423,750.460376368557,1.0164514360950947
198,130.54160410030423,767.3429435915259,1.0178407904614268
199,130.54160410030423,783.5129146999749,1.0191644795653971
200,130.54160410030423,799.0410976843807,1.0206402821068004
201,130.54160410030423,813.9876643749715,1.021685766133893
202,130.54160410030423,828.4042322099767,1.0233711976066588
203,130.54160410030423,842.3354532536378,1.0249095238865051
204,130.54160410030423,855.8202453641381,1.0261037976837581
205,130.54160410030423,868.8927589341354,1.0275303581518476
206,130.54160410030423,881.5831451779695,1.0287380085377265
207,130.54160410030423,893.9181733794843,1.030961360291349
208,126.86989981001119,0.0,1.0
209,126.86989981001119,153.89783520090268,0.9997838986519095
210,126.86989981001119,347.79695730377216,1.0022184068848201
211,126.86989981001119,415.8582087926117,1.00372542868272
212,126.86989981001119,466.25667218328374,1.0051823079440256
213,126.86989981001119,507.4591819326994,1.0067512867171176
214,126.86989981001119,542.812521975005,1.0078032421261576
215,126.86989981001119,574.0468934528201,1.0091483339882519
216,126.86989981001119,602.1916383187784,1.0103920924144492
217,126.86989981001119,627.9160678059109,1.0115992668531788
218,126.86989981001119,651.6832322817402,1.0129822681126333
219,126.86989981001119,673.8285563461598,1.0142410070412562
220,126.86989981001119,694.6038091737228,1.0156048307470364
221,126.86989981001119,714.2034059782127,1.016784015781083
222,126.86989981001119,732.780995255785,1.0178655225834843
223,126.86989981001119,750.460376368557,1.0195895873776635
224,126.86989981001119,767.3429435915259,1.0208452757820228
225,126.86989981001119,783.5129146999749,1.0222323112624319
226,126.86989981001119,799.0410976843807,1.0235312985406229
227,126.86989981001119,813.9876643749715,1.0252257101147877
228,126.86989981001119,828.4042322099767,1.0264913170443983
229,126.86989981001119,842.3354532536378,1.02799390296489
230,126.86989981001119,855.8202453641381,1.0300791412931998
231,126.86989981001119,868.8927589341354,1.0324711326960487
232,126.86989981001119,881.5831451779695,1.034777348038019
233,126.86989981001119,893.9181733794843,1.0383954243135383
234,123.36701507364614,0.0,1.0
235,123.36701507364614,153.89783520090268,1.0004719163114855
236,123.36701507364614,347.79695730377216,1.003553807025593
237,123.36701507364614,415.8582087926117,1.004985733734566
238,123.36701507364614,466.25667218328374,1.0065647790458312
239,123.36701507364614,507.4591819326994,1.0078606876792933
240,123.36701507364614,542.812521975005,1.0092808694095865
241,123.36701507364614,574.0468934528201,1.0107418525531986
242,123.36701507364614,602.1916383187784,1.0122620698474865
243,123.36701507364614,627.9160678059109,1.0139827002853468
244,123.36701507364614,651.6832322817402,1.0148050039948082
245,123.36701507364614,673.8285563461598,1.016336518203694
246,123.36701507364614,694.6038091737228,1.0172601164056574
247,123.36701507364614,714.2034059782127,1.019093580036277
248,123.36701507364614,732.780995255785,1.0200977250880243
249,123.36701507364614,750.460376368557,1.0214284166028262
250,123.36701507364614,767.3429435915259,1.0227237362041008
251,123.36701507364614,783.5129146999749,1.024166981115921
252,123.36701507364614,799.0410976843807,1.0257475171899824
253,123.36701507364614,813.9876643749715,1.026897068109618
254,123.36701507364614,828.4042322099767,1.0285466810017083
255,123.36701507364614,842.3354532536378,1.0306241339089743
256,123.36701507364614,855.8202453641381,1.0319942907814685
257,123.36701507364614,868.8927589341354,1.03425155058609
258,123.36701507364614,881.5831451779695,1.0362120312772167
259,123.36701507364614,893.9181733794843,1.0394160239245291
260,120.00000204697936,0.0,1.0
261,120.00000204697936,153.89783520090268,1.0001694234374103
262,120.00000204697936,347.79695730377216,1.003561607522747
263,120.00000204697936,415.8582087926117,1.0057761644220895
264,120.00000204697936,466.25667218328374,1.0074960661476289
265,120.00000204697936,507.4591819326994,1.0090834487568032
266,120.00000204697936,542.812521975005,1.0110689287388364
267,120.00000204697936,574.0468934528201,1.0119953861642181
268,120.00000204697936,602.1916383187784,1.0133825616672123
269,120.00000204697936,627.9160678059109,1.014752614162996
270,120.00000204697936,651.6832322817402,1.0164199603033937
271,120.00000204697936,673.8285563461598,1.0177399024639509
272,120.00000204697936,694.6038091737228,1.0192144515290067
273,120.00000204697936,714.2034059782127,1.0206319549094014
274,120.00000204697936,732.780995255785,1.0222059205302914
275,120.00000204697936,750.460376368557,1.0229368039256834
276,120.00000204697936,767.3429435915259,1.0243216128051995
277,120.00000204697936,783.5129146999749,1.0258150969260575
278,120.00000204697936,799.0410976843807,1.0273538155267772
279,120.00000204697936,813.9876643749715,1.0289374291039608
280,120.00000204697936,828.4042322099767,1.0301396732605386
281,120.00000204697936,842.3354532536378,1.031667887438551
282,120.00000204697936,855.8202453641381,1.0325385474629594
283,120.00000204697936,868.8927589341354,1.0343539385714116
284,120.00000204697936,881.5831451779695,1.0363092003027905
285,120.00000204697936,893.9181733794843,1.0376967309889606
286,116.7436859418356,0.0,1.0
287,116.7436859418356,153.89783520090268,1.0006414863636173
288,116.7436859418356,347.79695730377216,1.0044865946869754
289,116.7436859418356,415.8582087926117,1.0065726907157981
290,116.7436859418356,466.25667218328374,1.0081576665060574
291,116.7436859418356,507.4591819326994,1.0103593067817618
292,116.7436859418356,542.812521975005,1.0118477087647184
293,116.7436859418356,574.0468934528201,1.0134463763040562
294,116.7436859418356,602.1916383187784,1.0148737512146566
295,116.7436859418356,627.9160678059109,1.0164705054302707
296,116.7436859418356,651.6832322817402,1.0179134268779906
297,116.7436859418356,673.8285563461598,1.0188622261758706
298,116.7436859418356,694.6038091737228,1.0203789632304252
299,116.7436859418356,714.2034059782127,1.0221507031454053
300,116.7436859418356,732.780995255785,1.0235191029414896
301,116.7436859418356,750.460376368557,1.024895809214612
302,116.7436859418356,767.3429435915259,1.0261714885033535
303,116.7436859418356,783.5129146999749,1.0276611133075546
304,116.7436859418356,799.0410976843807,1.0292958111303105
305,116.7436859418356,813.9876643749715,1.0306902246124607
306,116.7436859418356,828.4042322099767,1.0316243275856605
307,116.7436859418356,842.3354532536378,1.0332839159952507
308,116.7436859418356,855.8202453641381,1.0343346152465567
309,116.7436859418356,868.8927589341354,1.0358071323664049
310,116.7436859418356,881.5831451779695,1.0374310664790911
311,116.7436859418356,893.9181733794843,1.0388040329083104
312,113.57818041563671,0.0,1.0
313,113.57818041563671,153.89783520090268,1.0004968137034442
314,113.57818041563671,347.79695730377216,1.0050216120678188
315,113.57818041563671,415.8582087926117,1.0072907675590443
316,113.57818041563671,466.25667218328374,1.0090730288941019
317,113.57818041563671,507.4591819326994,1.0111903511873184
318,113.57818041563671,542.812521975005,1.0131487934209016
319,113.57818041563671,574.0468934528201,1.0143582187188422
320,113.57818041563671,602.1916383187784,1.0163753586716617
321,113.57818041563671,627.9160678059109,1.0176579268301802
322,113.57818041563671,651.6832322817402,1.01922352923782
323,113.57818041563671,673.8285563461598,1.020703638823185
324,113.57818041563671,694.6038091737228,1.0216117472754542
325,113.57818041563671,714.2034059782127,1.0235598282084841
326,113.57818041563671,732.780995255785,1.0249054953296646
327,113.57818041563671,750.460376368557,1.0261016912278376
328,113.57818041563671,767.3429435915259,1.0280876782684234
329,113.57818041563671,783.5129146999749,1.0294346393397902
330,113.57818041563671,799.0410976843807,1.030580166486915
331,113.57818041563671,813.9876643749715,1.0323422451472644
332,113.57818041563671,828.4042322099767,1.0336498963888328
333,113.57818041563671,842.3354532536378,1.035517808289573
334,113.57818041563671,855.8202453641381,1.0368509419495793
335,113.57818041563671,868.8927589341354,1.0391818948758578
336,113.57818041563671,881.5831451779695,1.041421989873065
337,113.57818041563671,893.9181733794843,1.0440209147410942
338,110.48731699943309,0.0,1.0
339,110.48731699943309,153.89783520090268,1.0006186328223194
340,110.48731699943309,347.79695730377216,1.0051133397701255
341,110.48731699943309,415.8582087926117,1.0077988283974555
342,110.48731699943309,466.25667218328374,1.0100663770054161
343,110.48731699943309,507.4591819326994,1.0117505542815628
344,110.48731699943309,542.812521975005,1.0137838478332877
345,110.48731699943309,574.0468934528201,1.0152617624178963
346,110.48731699943309,602.1916383187784,1.0172040053005948
347,110.48731699943309,627.9160678059109,1.0186769643443025
348,110.48731699943309,651.6832322817402,1.0198920511117615
349,110.48731699943309,673.8285563461598,1.022091447338863
350,110.48731699943309,694.6038091737228,1.023109760548183
